CCA3,"Año,",PIB ($)
AFG,2002,7228796000
AFG,2003,7867263500
AFG,2004,7978515500
AFG,2005,8874481000
AFG,2006,9349922000
AFG,2007,10642672000
AFG,2008,11060395000
AFG,2009,13426272000
AFG,2010,15354613000
AFG,2011,15420078000
AFG,2012,17386490000
AFG,2013,18360263000
AFG,2014,18860497000
AFG,2015,19134222000
AFG,2016,19566715000
AFG,2017,20084646000
AFG,2018,20323500000
AFG,2019,21118474000
AFG,2020,20621957000
AFG,2021,16345203000
ALB,1980,4650626600
ALB,1981,4917834000
ALB,1982,5062841300
ALB,1983,5118783000
ALB,1984,5054716400
ALB,1985,5144723000
ALB,1986,5434743300
ALB,1987,5391926300
ALB,1988,5315358700
ALB,1989,5838206500
ALB,1990,5279161000
ALB,1991,3800882700
ALB,1992,3527709200
ALB,1993,3864937200
ALB,1994,4185837800
ALB,1995,4743489000
ALB,1996,5175146500
ALB,1997,4610021400
ALB,1998,5017060000
ALB,1999,5663799300
ALB,2000,6057219000
ALB,2001,6559563000
ALB,2002,6857139000
ALB,2003,7236245500
ALB,2004,7635300400
ALB,2005,8057259500
ALB,2006,8532852000
ALB,2007,9043395000
ALB,2008,9721653000
ALB,2009,10047745000
ALB,2010,10420209000
ALB,2011,10685446000
ALB,2012,10836884000
ALB,2013,10945471000
ALB,2014,11139694000
ALB,2015,11386853000
ALB,2016,11764325000
ALB,2017,12211675000
ALB,2018,12702505000
ALB,2019,12967696000
ALB,2020,12539492000
ALB,2021,13656576000
ALB,2022,14319795000
DZA,1960,23999015000
DZA,1961,20733843000
DZA,1962,16652377000
DZA,1963,22366430000
DZA,1964,23672498000
DZA,1965,25141826000
DZA,1966,23933768000
DZA,1967,26196218000
DZA,1968,29024424000
DZA,1969,31472134000
DZA,1970,34261402000
DZA,1971,30378996000
DZA,1972,38710125000
DZA,1973,40186210000
DZA,1974,43198132000
DZA,1975,45377626000
DZA,1976,49183334000
DZA,1977,51769684000
DZA,1978,56540176000
DZA,1979,60768150000
DZA,1980,61248590000
DZA,1981,63086043000
DZA,1982,67123552000
DZA,1983,70748226000
DZA,1984,74710120000
DZA,1985,77474400000
DZA,1986,77784290000
DZA,1987,77239810000
DZA,1988,76467405000
DZA,1989,79831970000
DZA,1990,80470630000
DZA,1991,79504980000
DZA,1992,80936075000
DZA,1993,79236415000
DZA,1994,78523290000
DZA,1995,81507170000
DZA,1996,84848970000
DZA,1997,85782300000
DZA,1998,90157200000
DZA,1999,93042240000
DZA,2000,96577840000
DZA,2001,99475180000
DZA,2002,105045790000
DZA,2003,112609080000
DZA,2004,117451270000
DZA,2005,124380900000
DZA,2006,126495375000
DZA,2007,130796220000
DZA,2008,133935325000
DZA,2009,136078290000
DZA,2010,140977110000
DZA,2011,145065440000
DZA,2012,149997670000
DZA,2013,154197600000
DZA,2014,160057110000
DZA,2015,165979230000
DZA,2016,171290560000
DZA,2017,173517340000
DZA,2018,175599550000
DZA,2019,177355540000
DZA,2020,168310400000
DZA,2021,174032960000
DZA,2022,179602010000
ASM,2002,744923650
ASM,2003,752116030
ASM,2004,755198460
ASM,2005,752116030
ASM,2006,721291600
ASM,2007,734648800
ASM,2008,715126700
ASM,2009,685329800
ASM,2010,687384700
ASM,2011,687384700
ASM,2012,657587800
ASM,2013,641148100
ASM,2014,652450370
ASM,2015,673000000
ASM,2016,661697700
ASM,2017,615461060
ASM,2018,631900740
ASM,2019,628818300
ASM,2020,656560300
ASM,2021,651422900
ASM,2022,662725200
AND,1970,859122100
AND,1971,899066700
AND,1972,972338370
AND,1973,1048068600
AND,1974,1106957300
AND,1975,1112959400
AND,1976,1149729200
AND,1977,1182365000
AND,1978,1199663100
AND,1979,1200161700
AND,1980,1226670000
AND,1981,1225044900
AND,1982,1240314600
AND,1983,1262269700
AND,1984,1284797200
AND,1985,1314623000
AND,1986,1357391900
AND,1987,1432688000
AND,1988,1505673900
AND,1989,1578353200
AND,1990,1638036900
AND,1991,1679741300
AND,1992,1695349800
AND,1993,1677862500
AND,1994,1717849000
AND,1995,1765218700
AND,1996,1847296800
AND,1997,2014803600
AND,1998,2079172400
AND,1999,2164399400
AND,2000,2240767200
AND,2001,2422703000
AND,2002,2532847900
AND,2003,2753058800
AND,2004,2977038800
AND,2005,3137733400
AND,2006,3288617200
AND,2007,3339695600
AND,2008,3154035700
AND,2009,2986782000
AND,2010,2927794200
AND,2011,2927558000
AND,2012,2781928200
AND,2013,2683236600
AND,2014,2750437400
AND,2015,2789882600
AND,2016,2893378300
AND,2017,2903391500
AND,2018,2949519400
AND,2019,3008968400
AND,2020,2672447200
AND,2021,2893918200
AND,2022,3148860400
AGO,1980,23063261000
AGO,1981,22048480000
AGO,1982,22048480000
AGO,1983,22974515000
AGO,1984,24352985000
AGO,1985,25205340000
AGO,1986,25936296000
AGO,1987,26995210000
AGO,1988,28649716000
AGO,1989,28661641000
AGO,1990,27672785000
AGO,1991,27947123000
AGO,1992,26315491000
AGO,1993,20004137000
AGO,1994,20272065000
AGO,1995,23312876000
AGO,1996,26470457000
AGO,1997,28395991000
AGO,1998,29728088000
AGO,1999,30376604000
AGO,2000,31304495000
AGO,2001,32621162000
AGO,2002,37079070000
AGO,2003,38187733000
AGO,2004,42369290000
AGO,2005,48737395000
AGO,2006,54366560000
AGO,2007,61983320000
AGO,2008,68906850000
AGO,2009,69499450000
AGO,2010,72556300000
AGO,2011,75075490000
AGO,2012,81488520000
AGO,2013,85525960000
AGO,2014,89650500000
AGO,2015,90496420000
AGO,2016,88161510000
AGO,2017,88031780000
AGO,2018,86872965000
AGO,2019,86262880000
AGO,2020,81399190000
AGO,2021,82375344000
AGO,2022,84884005000
ATG,1977,390208640
ATG,1978,407313950
ATG,1979,440223870
ATG,1980,476152450
ATG,1981,494317250
ATG,1982,493901950
ATG,1983,520394940
ATG,1984,573293060
ATG,1985,617114430
ATG,1986,688044500
ATG,1987,733636860
ATG,1988,771883300
ATG,1989,812424770
ATG,1990,836892700
ATG,1991,855108300
ATG,1992,865014500
ATG,1993,910686300
ATG,1994,971490100
ATG,1995,929137150
ATG,1996,990501600
ATG,1997,1044698000
ATG,1998,1094123900
ATG,1999,1134689900
ATG,2000,1205079600
ATG,2001,1150272500
ATG,2002,1162090900
ATG,2003,1232705900
ATG,2004,1303796400
ATG,2005,1388202000
ATG,2006,1564616700
ATG,2007,1710366800
ATG,2008,1710121500
ATG,2009,1505544800
ATG,2010,1387501200
ATG,2011,1360325400
ATG,2012,1379904100
ATG,2013,1386609500
ATG,2014,1417273700
ATG,2015,1437755500
ATG,2016,1496700200
ATG,2017,1533568900
ATG,2018,1640200800
ATG,2019,1691054300
ATG,2020,1371776500
ATG,2021,1484148600
ATG,2022,1625386000
ARG,1960,150797810000
ARG,1961,158982880000
ARG,1962,157628320000
ARG,1963,149261090000
ARG,1964,164381690000
ARG,1965,181755890000
ARG,1966,180556810000
ARG,1967,186320180000
ARG,1968,195305460000
ARG,1969,214210100000
ARG,1970,220734180000
ARG,1971,233223600000
ARG,1972,237021460000
ARG,1973,243685920000
ARG,1974,257171030000
ARG,1975,257097960000
ARG,1976,251909080000
ARG,1977,269376820000
ARG,1978,257238370000
ARG,1979,283535250000
ARG,1980,287841520000
ARG,1981,272903160000
ARG,1982,270895510000
ARG,1983,282677020000
ARG,1984,287117150000
ARG,1985,272218550000
ARG,1986,288969200000
ARG,1987,296785400000
ARG,1988,293550650000
ARG,1989,272541380000
ARG,1990,265817210000
ARG,1991,290094580000
ARG,1992,313120260000
ARG,1993,338817940000
ARG,1994,358592050000
ARG,1995,348389340000
ARG,1996,367643750000
ARG,1997,397463520000
ARG,1998,412766570000
ARG,1999,398792520000
ARG,2000,395646070000
ARG,2001,378202650000
ARG,2002,336999450000
ARG,2003,366780220000
ARG,2004,399898900000
ARG,2005,435296600000
ARG,2006,470325560000
ARG,2007,512690850000
ARG,2008,533491900000
ARG,2009,501917060000
ARG,2010,552738160000
ARG,2011,585924300000
ARG,2012,579910240000
ARG,2013,593859000000
ARG,2014,578937550000
ARG,2015,594749300000
ARG,2016,582376550000
ARG,2017,598790800000
ARG,2018,583118100000
ARG,2019,571450700000
ARG,2020,514874340000
ARG,2021,570058600000
ARG,2022,598312800000
ARM,1990,5839777300
ARM,1991,5156523000
ARM,1992,3001096400
ARM,1993,2737000000
ARM,1994,2884798000
ARM,1995,3083849000
ARM,1996,3264729000
ARM,1997,3373153300
ARM,1998,3619393500
ARM,1999,3738833700
ARM,2000,3959424800
ARM,2001,4339529700
ARM,2002,4912347600
ARM,2003,5600076300
ARM,2004,6188084000
ARM,2005,7048228000
ARM,2006,7978594000
ARM,2007,9071661000
ARM,2008,9697606000
ARM,2009,8330243600
ARM,2010,8513509000
ARM,2011,8913644000
ARM,2012,9555426000
ARM,2013,9870755000
ARM,2014,10226102000
ARM,2015,10553338000
ARM,2016,10574445000
ARM,2017,11367527000
ARM,2018,11958639000
ARM,2019,12867496000
ARM,2020,11941036000
ARM,2021,12633616000
ARM,2022,14225451000
ABW,1986,1040067800
ABW,1987,1207294300
ABW,1988,1432438500
ABW,1989,1606191000
ABW,1990,1669818600
ABW,1991,1802784100
ABW,1992,1908830300
ABW,1993,2048321800
ABW,1994,2216364000
ABW,1995,2272818200
ABW,1996,2299768800
ABW,1997,2461830700
ABW,1998,2510870000
ABW,1999,2541955600
ABW,2000,2735726800
ABW,2001,2850135000
ABW,2002,2823202600
ABW,2003,2854554400
ABW,2004,3062758000
ABW,2005,3051023000
ABW,2006,3085420800
ABW,2007,3180746200
ABW,2008,3239137000
ABW,2009,2860878800
ABW,2010,2782678000
ABW,2011,2876433200
ABW,2012,2846495200
ABW,2013,3029567000
ABW,2014,2981500700
ABW,2015,2962907100
ABW,2016,3013858000
ABW,2017,3226291000
ABW,2018,3303132400
ABW,2019,3227066600
ABW,2020,2453132800
ABW,2021,3131163000
ABW,2022,3458630000
AUS,1960,204552700000
AUS,1961,209630950000
AUS,1962,212344130000
AUS,1963,225544210000
AUS,1964,241288180000
AUS,1965,255718060000
AUS,1966,261801100000
AUS,1967,278307830000
AUS,1968,292484150000
AUS,1969,313090180000
AUS,1970,335556900000
AUS,1971,348981330000
AUS,1972,362627400000
AUS,1973,372125860000
AUS,1974,387410260000
AUS,1975,392587770000
AUS,1976,402751100000
AUS,1977,417230620000
AUS,1978,420958080000
AUS,1979,438008640000
AUS,1980,451305280000
AUS,1981,466378260000
AUS,1982,481886340000
AUS,1983,471166900000
AUS,1984,492801560000
AUS,1985,518814200000
AUS,1986,539389000000
AUS,1987,553211130000
AUS,1988,585042360000
AUS,1989,607734140000
AUS,1990,629485670000
AUS,1991,627081800000
AUS,1992,629763740000
AUS,1993,655238600000
AUS,1994,681315200000
AUS,1995,707771800000
AUS,1996,735119700000
AUS,1997,763886300000
AUS,1998,799508200000
AUS,1999,839704640000
AUS,2000,872633860000
AUS,2001,890305800000
AUS,2002,925736700000
AUS,2003,954348340000
AUS,2004,994663100000
AUS,2005,1026036140000
AUS,2006,1054306500000
AUS,2007,1094089600000
AUS,2008,1133326100000
AUS,2009,1154775100000
AUS,2010,1180486700000
AUS,2011,1208924200000
AUS,2012,1256294800000
AUS,2013,1289036400000
AUS,2014,1322646800000
AUS,2015,1351769000000
AUS,2016,1389336600000
AUS,2017,1421551200000
AUS,2018,1462866700000
AUS,2019,1494773400000
AUS,2020,1489770500000
AUS,2021,1521232000000
AUS,2022,1586172500000
AUT,1960,84930960000
AUT,1961,89634415000
AUT,1962,92008540000
AUT,1963,95816100000
AUT,1964,101684216000
AUT,1965,105223004000
AUT,1966,111160600000
AUT,1967,114504360000
AUT,1968,119625350000
AUT,1969,127132880000
AUT,1970,135169130000
AUT,1971,142082980000
AUT,1972,150903310000
AUT,1973,158283140000
AUT,1974,164522870000
AUT,1975,163924440000
AUT,1976,171429640000
AUT,1977,180138230000
AUT,1978,179758760000
AUT,1979,189387900000
AUT,1980,192667120000
AUT,1981,192389120000
AUT,1982,196258550000
AUT,1983,202093500000
AUT,1984,202197100000
AUT,1985,207249360000
AUT,1986,212018990000
AUT,1987,214896440000
AUT,1988,221979160000
AUT,1989,230607670000
AUT,1990,240629060000
AUT,1991,248910610000
AUT,1992,254121600000
AUT,1993,255460340000
AUT,1994,261596800000
AUT,1995,268576160000
AUT,1996,274886460000
AUT,1997,280641470000
AUT,1998,290692430000
AUT,1999,301030440000
AUT,2000,311192400000
AUT,2001,315135720000
AUT,2002,320340360000
AUT,2003,323356260000
AUT,2004,332200440000
AUT,2005,339655230000
AUT,2006,351387060000
AUT,2007,364484720000
AUT,2008,369807750000
AUT,2009,355886040000
AUT,2010,362424000000
AUT,2011,373016920000
AUT,2012,375555100000
AUT,2013,375650880000
AUT,2014,378134950000
AUT,2015,381971140000
AUT,2016,389570230000
AUT,2017,398368960000
AUT,2018,408030940000
AUT,2019,413949530000
AUT,2020,386492300000
AUT,2021,402871320000
AUT,2022,422235050000
AZE,1990,20240091000
AZE,1991,20098410000
AZE,1992,15556170000
AZE,1993,11962695000
AZE,1994,9606044000
AZE,1995,8472531000
AZE,1996,8582674000
AZE,1997,9080468000
AZE,1998,9988516000
AZE,1999,10727666000
AZE,2000,11918436000
AZE,2001,13098362000
AZE,2002,14334706000
AZE,2003,15798035000
AZE,2004,17259954000
AZE,2005,22086103000
AZE,2006,29705808000
AZE,2007,37132260000
AZE,2008,41127313000
AZE,2009,44950655000
AZE,2010,47220190000
AZE,2011,47267410000
AZE,2012,48290860000
AZE,2013,51096465000
AZE,2014,52501877000
AZE,2015,53076234000
AZE,2016,51430870000
AZE,2017,51533734000
AZE,2018,52306740000
AZE,2019,53614408000
AZE,2020,51308990000
AZE,2021,54190730000
AZE,2022,56692460000
BHS,1960,2183847700
BHS,1961,2416800800
BHS,1962,2669404200
BHS,1963,2950333700
BHS,1964,3260164900
BHS,1965,3600056600
BHS,1966,3926651100
BHS,1967,4303535600
BHS,1968,4665969000
BHS,1969,5085051000
BHS,1970,4797763000
BHS,1971,4875799000
BHS,1972,4705276000
BHS,1973,5061351400
BHS,1974,4213361000
BHS,1975,3589651700
BHS,1976,3775781600
BHS,1977,4121452000
BHS,1978,4705854000
BHS,1979,5935931000
BHS,1980,6321486300
BHS,1981,5738240500
BHS,1982,6122639400
BHS,1983,6342874000
BHS,1984,7241732000
BHS,1985,7591448600
BHS,1986,7727867000
BHS,1987,7958506500
BHS,1988,8142324700
BHS,1989,8690086000
BHS,1990,8551370000
BHS,1991,8193770500
BHS,1992,7880311000
BHS,1993,7904567000
BHS,1994,8153475000
BHS,1995,8510496000
BHS,1996,8869939000
BHS,1997,8984162000
BHS,1998,9407926000
BHS,1999,10080039000
BHS,2000,10498202000
BHS,2001,10773885000
BHS,2002,11065313000
BHS,2003,10925347000
BHS,2004,11021749000
BHS,2005,11396057000
BHS,2006,11682850000
BHS,2007,11851795000
BHS,2008,11576401000
BHS,2009,11093037000
BHS,2010,11263721000
BHS,2011,11332787000
BHS,2012,11682560000
BHS,2013,11348145000
BHS,2014,11557758000
BHS,2015,11672900000
BHS,2016,11583839000
BHS,2017,11876233000
BHS,2018,12222818000
BHS,2019,12131922000
BHS,2020,9279938000
BHS,2021,10856088000
BHS,2022,12415913000
BHR,1980,7719990000
BHR,1981,7309541000
BHR,1982,6757216000
BHR,1983,7188081700
BHR,1984,7547748000
BHR,1985,7188606000
BHR,1986,7273646600
BHR,1987,8030034000
BHR,1988,8592135000
BHR,1989,8623411000
BHR,1990,9006118000
BHR,1991,10017505000
BHR,1992,10687676000
BHR,1993,12063181000
BHR,1994,12033023000
BHR,1995,12505920000
BHR,1996,13019913000
BHR,1997,13422620000
BHR,1998,14065564000
BHR,1999,14670382000
BHR,2000,15447923000
BHR,2001,15832722000
BHR,2002,16362889000
BHR,2003,17393168000
BHR,2004,18607380000
BHR,2005,19866913000
BHR,2006,21151705000
BHR,2007,22906020000
BHR,2008,24336503000
BHR,2009,24954622000
BHR,2010,26036230000
BHR,2011,26552664000
BHR,2012,27542575000
BHR,2013,29034512000
BHR,2014,30297627000
BHR,2015,31050637000
BHR,2016,32155460000
BHR,2017,33535234000
BHR,2018,34243207000
BHR,2019,34985247000
BHR,2020,33360308000
BHR,2021,34250930000
BHR,2022,35915820000
BGD,1960,22247400000
BGD,1961,23595184000
BGD,1962,24881836000
BGD,1963,24768401000
BGD,1964,27481231000
BGD,1965,27922651000
BGD,1966,28639373000
BGD,1967,28102138000
BGD,1968,30768878000
BGD,1969,31144522000
BGD,1970,32894798000
BGD,1971,31092333000
BGD,1972,26747574000
BGD,1973,27637113000
BGD,1974,30288052000
BGD,1975,29049813000
BGD,1976,30694427000
BGD,1977,31514907000
BGD,1978,33744220000
BGD,1979,35364495000
BGD,1980,35654180000
BGD,1981,38233383000
BGD,1982,39049410000
BGD,1983,40564933000
BGD,1984,42513396000
BGD,1985,43934200000
BGD,1986,45767740000
BGD,1987,47494283000
BGD,1988,48641868000
BGD,1989,50021634000
BGD,1990,52833980000
BGD,1991,54675360000
BGD,1992,57651170000
BGD,1993,60367440000
BGD,1994,62715810000
BGD,1995,65927664000
BGD,1996,68909515000
BGD,1997,72003486000
BGD,1998,75731124000
BGD,1999,79267890000
BGD,2000,83463770000
BGD,2001,87701460000
BGD,2002,91063170000
BGD,2003,95379170000
BGD,2004,100376590000
BGD,2005,106937156000
BGD,2006,114071900000
BGD,2007,122123770000
BGD,2008,129468040000
BGD,2009,135999865000
BGD,2010,143577500000
BGD,2011,152858890000
BGD,2012,162827520000
BGD,2013,172619320000
BGD,2014,183081880000
BGD,2015,195078570000
BGD,2016,208955440000
BGD,2017,222726140000
BGD,2018,239028370000
BGD,2019,257868370000
BGD,2020,266759730000
BGD,2021,285269330000
BGD,2022,305522970000
BRB,1974,2851673900
BRB,1975,2797492000
BRB,1976,2919468500
BRB,1977,3025801700
BRB,1978,3173368000
BRB,1979,3423842300
BRB,1980,3573569300
BRB,1981,3505680100
BRB,1982,3333869000
BRB,1983,3350580200
BRB,1984,3471213600
BRB,1985,3509335800
BRB,1986,3688458200
BRB,1987,3784024800
BRB,1988,3916669400
BRB,1989,4057669600
BRB,1990,3923458300
BRB,1991,3770447000
BRB,1992,3555813600
BRB,1993,3584013600
BRB,1994,3656080400
BRB,1995,3729713700
BRB,1996,3878025000
BRB,1997,4061847300
BRB,1998,4213291800
BRB,1999,4227391700
BRB,2000,4415392000
BRB,2001,4310947300
BRB,2002,4344892000
BRB,2003,4439414300
BRB,2004,4502081000
BRB,2005,4680158700
BRB,2006,4963099000
BRB,2007,5066290000
BRB,2008,5099347000
BRB,2009,4842570000
BRB,2010,4732538000
BRB,2011,4697131000
BRB,2012,4682770000
BRB,2013,4621931000
BRB,2014,4621879000
BRB,2015,4734000000
BRB,2016,4854007000
BRB,2017,4876462000
BRB,2018,4833953300
BRB,2019,4846695400
BRB,2020,4229324000
BRB,2021,4196215300
BRB,2022,4671803400
BLR,1990,29452716000
BLR,1991,29099284000
BLR,1992,26305753000
BLR,1993,24306516000
BLR,1994,21462653000
BLR,1995,19230536000
BLR,1996,19768992000
BLR,1997,22022658000
BLR,1998,23872560000
BLR,1999,24684227000
BLR,2000,26115912000
BLR,2001,27349969000
BLR,2002,28729848000
BLR,2003,30753348000
BLR,2004,34274527000
BLR,2005,37496332000
BLR,2006,41245962000
BLR,2007,44793120000
BLR,2008,49362020000
BLR,2009,49460740000
BLR,2010,53317820000
BLR,2011,56185630000
BLR,2012,57133556000
BLR,2013,57706877000
BLR,2014,58703016000
BLR,2015,56454890000
BLR,2016,55028933000
BLR,2017,56422060000
BLR,2018,58199150000
BLR,2019,59040830000
BLR,2020,58643540000
BLR,2021,60073780000
BLR,2022,57251844000
BEL,1960,107409840000
BEL,1961,112757160000
BEL,1962,118634060000
BEL,1963,123796530000
BEL,1964,132408660000
BEL,1965,137123280000
BEL,1966,141450760000
BEL,1967,146922270000
BEL,1968,153084380000
BEL,1969,163233580000
BEL,1970,172346670000
BEL,1971,179216100000
BEL,1972,188706680000
BEL,1973,200749380000
BEL,1974,209914120000
BEL,1975,205787330000
BEL,1976,217419960000
BEL,1977,218781350000
BEL,1978,224998880000
BEL,1979,230266270000
BEL,1980,240499430000
BEL,1981,239827760000
BEL,1982,241254700000
BEL,1983,242007030000
BEL,1984,247975850000
BEL,1985,252071900000
BEL,1986,256666570000
BEL,1987,262586990000
BEL,1988,274989500000
BEL,1989,284529360000
BEL,1990,293456200000
BEL,1991,298835480000
BEL,1992,303409630000
BEL,1993,300491200000
BEL,1994,310187950000
BEL,1995,317585200000
BEL,1996,321781920000
BEL,1997,333989200000
BEL,1998,340541470000
BEL,1999,352605960000
BEL,2000,365711200000
BEL,2001,369732650000
BEL,2002,376043540000
BEL,2003,379946800000
BEL,2004,393515500000
BEL,2005,402651870000
BEL,2006,412928970000
BEL,2007,428111900000
BEL,2008,430025200000
BEL,2009,421335530000
BEL,2010,433403820000
BEL,2011,440747900000
BEL,2012,444005970000
BEL,2013,446045030000
BEL,2014,453086020000
BEL,2015,462335570000
BEL,2016,468191900000
BEL,2017,475774650000
BEL,2018,484305040000
BEL,2019,495157500000
BEL,2020,469108360000
BEL,2021,501247000000
BEL,2022,516334030000
BLZ,1960,142478200
BLZ,1961,149448640
BLZ,1962,156760640
BLZ,1963,164530380
BLZ,1964,172756700
BLZ,1965,181274540
BLZ,1966,189922880
BLZ,1967,199254020
BLZ,1968,213933520
BLZ,1969,224857760
BLZ,1970,235668240
BLZ,1971,244999380
BLZ,1972,270034140
BLZ,1973,284486100
BLZ,1974,323062370
BLZ,1975,334669440
BLZ,1976,334555600
BLZ,1977,356290300
BLZ,1978,384511360
BLZ,1979,413415170
BLZ,1980,468964450
BLZ,1981,474281440
BLZ,1982,473770600
BLZ,1983,463616830
BLZ,1984,472759650
BLZ,1985,477546400
BLZ,1986,499224420
BLZ,1987,552817660
BLZ,1988,606925900
BLZ,1989,685882200
BLZ,1990,750867140
BLZ,1991,839309600
BLZ,1992,946205900
BLZ,1993,1004282940
BLZ,1994,1004082240
BLZ,1995,1011427650
BLZ,1996,1022607040
BLZ,1997,1065910500
BLZ,1998,1107406600
BLZ,1999,1211759700
BLZ,2000,1360086500
BLZ,2001,1428003300
BLZ,2002,1505102200
BLZ,2003,1650573800
BLZ,2004,1729482200
BLZ,2005,1767862700
BLZ,2006,1847619000
BLZ,2007,1908535400
BLZ,2008,1879170800
BLZ,2009,1870701600
BLZ,2010,1893897300
BLZ,2011,1888250100
BLZ,2012,1957390300
BLZ,2013,2044252300
BLZ,2014,2126131100
BLZ,2015,2194709200
BLZ,2016,2194467000
BLZ,2017,2154673400
BLZ,2018,2177418200
BLZ,2019,2269658600
BLZ,2020,1957996200
BLZ,2021,2307742200
BLZ,2022,2509307600
BEN,1960,1651120600
BEN,1961,1702987000
BEN,1962,1644635600
BEN,1963,1722427400
BEN,1964,1836981900
BEN,1965,1934229100
BEN,1966,2003394600
BEN,1967,2024999200
BEN,1968,2102806400
BEN,1969,2163314700
BEN,1970,2208695800
BEN,1971,2175635000
BEN,1972,2315449300
BEN,1973,2401263600
BEN,1974,2481449500
BEN,1975,2359974000
BEN,1976,2380844500
BEN,1977,2499497700
BEN,1978,2530868500
BEN,1979,2696279600
BEN,1980,2879135000
BEN,1981,3165730600
BEN,1982,3236486700
BEN,1983,3095770000
BEN,1984,3341259800
BEN,1985,3592867300
BEN,1986,3670873600
BEN,1987,3615810300
BEN,1988,3738937600
BEN,1989,3632222200
BEN,1990,3958255600
BEN,1991,4125523500
BEN,1992,4247544600
BEN,1993,4495438300
BEN,1994,4586264600
BEN,1995,4863513000
BEN,1996,5073825300
BEN,1997,5364793300
BEN,1998,5577293300
BEN,1999,5875201500
BEN,2000,6219354000
BEN,2001,6551041000
BEN,2002,6855208000
BEN,2003,7091272000
BEN,2004,7405393000
BEN,2005,7532260000
BEN,2006,7829312500
BEN,2007,8298002400
BEN,2008,8704321000
BEN,2009,8906199000
BEN,2010,9094482000
BEN,2011,9364020000
BEN,2012,9814543000
BEN,2013,10520350000
BEN,2014,11189200000
BEN,2015,11388161000
BEN,2016,11768488000
BEN,2017,12435945000
BEN,2018,13268813000
BEN,2019,14179807000
BEN,2020,14725558000
BEN,2021,15779239000
BEN,2022,16765953000
BMU,1960,1684353400
BMU,1961,1763181000
BMU,1962,1841995300
BMU,1963,1861704700
BMU,1964,2068540000
BMU,1965,2167002600
BMU,1966,2478263000
BMU,1967,2807253200
BMU,1968,2866353400
BMU,1969,2964853500
BMU,1970,3152003600
BMU,1971,3260353800
BMU,1972,3319454000
BMU,1973,3368704000
BMU,1974,3398254000
BMU,1975,3526304300
BMU,1976,3841504500
BMU,1977,4068054800
BMU,1978,4127155000
BMU,1979,4215805000
BMU,1980,4550705000
BMU,1981,4659055600
BMU,1982,4412805000
BMU,1983,4501455400
BMU,1984,4523125000
BMU,1985,4432505300
BMU,1986,4728005600
BMU,1987,4905305600
BMU,1988,5104276000
BMU,1989,5126931000
BMU,1990,5127916000
BMU,1991,4946675700
BMU,1992,4943721000
BMU,1993,5092456000
BMU,1994,5122991000
BMU,1995,5348359000
BMU,1996,5487442000
BMU,1997,5739864000
BMU,1998,5963718700
BMU,1999,6165450000
BMU,2000,6739895300
BMU,2001,7226680000
BMU,2002,7119884300
BMU,2003,7362723000
BMU,2004,7533631500
BMU,2005,7659759600
BMU,2006,8084407000
BMU,2007,8354841600
BMU,2008,8198944000
BMU,2009,7737614000
BMU,2010,7543951000
BMU,2011,7261600300
BMU,2012,6876350500
BMU,2013,6857116700
BMU,2014,6603330000
BMU,2015,6654541000
BMU,2016,6610807000
BMU,2017,6849551000
BMU,2018,6819906000
BMU,2019,6840793000
BMU,2020,6373022700
BMU,2021,6565094000
BMU,2022,6757262000
BTN,1980,163460580
BTN,1981,188179570
BTN,1982,194652530
BTN,1983,214956750
BTN,1984,224751600
BTN,1985,233805800
BTN,1986,260441400
BTN,1987,336110900
BTN,1988,352134560
BTN,1989,378036060
BTN,1990,417288000
BTN,1991,415586000
BTN,1992,434706620
BTN,1993,443341500
BTN,1994,465293570
BTN,1995,498209000
BTN,1996,525935170
BTN,1997,554198100
BTN,1998,586973500
BTN,1999,633837300
BTN,2000,655103000
BTN,2001,709797250
BTN,2002,787820160
BTN,2003,849453700
BTN,2004,900495200
BTN,2005,966116540
BTN,2006,1033742140
BTN,2007,1223546100
BTN,2008,1282269700
BTN,2009,1368801500
BTN,2010,1532317000
BTN,2011,1654636200
BTN,2012,1739327000
BTN,2013,1776200300
BTN,2014,1878802400
BTN,2015,2003596800
BTN,2016,2166430000
BTN,2017,2267208400
BTN,2018,2346603300
BTN,2019,2481653800
BTN,2020,2228068600
BTN,2021,2326579700
BOL,1960,4727740000
BOL,1961,4826516000
BOL,1962,5095783400
BOL,1963,5442176000
BOL,1964,5657500700
BOL,1965,5935479000
BOL,1966,6361087500
BOL,1967,6762931700
BOL,1968,7339772000
BOL,1969,7668160500
BOL,1970,8069284400
BOL,1971,8477859300
BOL,1972,9153331000
BOL,1973,9678655000
BOL,1974,9963167000
BOL,1975,10691576000
BOL,1976,11184945000
BOL,1977,11740973000
BOL,1978,11981980000
BOL,1979,11997957000
BOL,1980,11833372000
BOL,1981,11865987000
BOL,1982,11398617000
BOL,1983,10937870000
BOL,1984,10915922000
BOL,1985,10732929000
BOL,1986,10456675000
BOL,1987,10714274000
BOL,1988,11026006000
BOL,1989,11443906000
BOL,1990,11974420000
BOL,1991,12605057000
BOL,1992,12812599000
BOL,1993,13359607000
BOL,1994,13983135000
BOL,1995,14637305000
BOL,1996,15275688000
BOL,1997,16032477000
BOL,1998,16838808000
BOL,1999,16910689000
BOL,2000,17334778000
BOL,2001,17626660000
BOL,2002,18064783000
BOL,2003,18554580000
BOL,2004,19328918000
